City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Esmeraldas,BR,-19.7625,-44.3139,63.46,83,12,4.5,few clouds
339,Rosetown,CA,51.5501,-108.0014,74.66,47,4,9.4,clear sky
340,Beipiao,CN,41.7919,120.7792,74.7,81,100,9.15,light rain
341,Beidao,CN,34.5686,105.8933,79.43,49,27,8.68,scattered clouds
342,Kipini,KE,-2.5257,40.5262,77.29,76,73,22.12,broken clouds
343,Lanigan,CA,51.8501,-105.0344,71.49,62,0,8.68,clear sky
344,Lorengau,PG,-2.0226,147.2712,83.75,76,94,14.7,overcast clouds
345,Pombia,IT,45.653,8.6336,74.39,76,40,8.05,scattered clouds
346,Carnarvon,AU,-24.8667,113.6333,70.88,41,0,15.08,clear sky
347,Rio Gallegos,AR,-51.6226,-69.2181,41.05,81,0,10.36,clear sky
348,Lazo,RU,43.3817,133.9014,83.8,46,1,1.23,clear sky
349,Mitsamiouli,KM,-11.3847,43.2844,75.74,63,0,11.68,clear sky
350,Astoria,US,46.1879,-123.8313,73.29,57,0,10.36,clear sky
351,Mareeba,AU,-17.0,145.4333,75.92,83,96,7.58,overcast clouds
352,Formosa Do Rio Preto,BR,-11.0483,-45.1931,66.24,49,6,2.28,clear sky
353,Ovalle,CL,-30.5983,-71.2003,54.57,63,100,2.33,overcast clouds
354,Constitucion,CL,-35.3333,-72.4167,51.51,87,17,3.71,few clouds
355,Santa Cruz,BO,-17.8,-63.1667,60.26,77,5,5.75,clear sky
356,Lufilufi,WS,-13.8745,-171.5986,85.78,80,33,18.14,light rain
357,Port Keats,AU,-14.25,129.55,80.58,39,100,13.44,light rain
358,Quatre Cocos,MU,-20.2078,57.7625,66.09,66,9,10.22,clear sky
359,Antequera,ES,37.0194,-4.5612,69.3,48,0,5.41,clear sky
360,Xiaolan,CN,22.6731,113.2295,87.1,54,91,9.8,overcast clouds
361,Nyurba,RU,63.2842,118.3319,67.57,76,100,8.63,light rain
362,Jumla,NP,29.2747,82.1838,66.69,84,100,2.66,overcast clouds
363,Panuco,MX,22.05,-98.1667,82.58,79,6,7.63,clear sky
364,Nanning,CN,22.8167,108.3167,88.25,67,100,13.0,overcast clouds
365,Great Falls,US,47.5002,-111.3008,76.59,24,0,10.36,clear sky
366,Tura,IN,25.5198,90.2201,77.52,94,100,5.91,overcast clouds
367,Samarai,PG,-10.6167,150.6667,81.57,82,91,13.67,overcast clouds
368,Lampazos De Naranjo,MX,27.0167,-100.5167,88.81,41,47,16.04,scattered clouds
369,Rodgau,DE,50.0263,8.8859,65.17,98,100,6.42,light rain
370,Kayerkan,RU,69.3497,87.7602,62.53,51,100,4.52,overcast clouds
371,San Cristobal,VE,7.7669,-72.225,71.78,93,93,3.33,overcast clouds
372,Balakhta,RU,55.38,91.6,73.42,75,73,7.14,broken clouds
373,Craig,US,40.5153,-107.5464,78.75,21,0,12.66,clear sky
374,Kalmar,SE,56.6616,16.3616,61.97,94,56,1.01,broken clouds
375,Gorontalo,ID,0.5412,123.0595,87.66,61,84,2.93,broken clouds
376,Saint-Joseph,RE,-21.3667,55.6167,66.58,69,6,3.22,clear sky
377,Souillac,MU,-20.5167,57.5167,62.98,82,40,2.3,scattered clouds
378,Richards Bay,ZA,-28.783,32.0377,61.07,70,98,5.06,overcast clouds
379,Alenquer,BR,-1.9417,-54.7383,77.02,74,100,2.01,overcast clouds
380,Ballina,AU,-28.8667,153.5667,67.01,61,1,10.85,clear sky
381,Salalah,OM,17.0151,54.0924,84.29,89,75,2.3,broken clouds
382,Nannilam,IN,10.8793,79.6106,84.31,53,100,14.99,overcast clouds
383,Klyuchi,RU,52.2667,79.1667,72.19,73,57,5.03,light rain
384,Chimore,BO,-16.9833,-65.1333,63.23,80,4,2.08,clear sky
385,Makakilo City,US,21.3469,-158.0858,82.72,53,0,16.11,clear sky
386,Asfi,MA,32.2994,-9.2372,65.68,71,9,16.44,clear sky
387,Flinders,AU,-34.5833,150.8552,60.19,51,20,7.0,few clouds
388,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.47,67,2,1.97,clear sky
389,Haines Junction,CA,60.7522,-137.5108,78.75,27,88,8.05,overcast clouds
390,Cabo San Lucas,MX,22.8909,-109.9124,81.7,84,75,10.36,broken clouds
391,Ayan,RU,56.45,138.1667,51.13,88,76,11.25,broken clouds
392,Taitung,TW,22.7583,121.1444,91.67,66,40,3.44,scattered clouds
393,Pringsewu,ID,-5.3582,104.9744,79.77,86,92,3.09,overcast clouds
394,Lazaro Cardenas,MX,17.9583,-102.2,79.52,79,99,7.2,overcast clouds
395,Bambanglipuro,ID,-7.95,110.2833,80.08,80,77,15.64,broken clouds
396,Huanren,CN,41.2647,125.3667,72.57,96,100,5.12,moderate rain
397,Ossora,RU,59.2353,163.0719,59.05,73,80,6.08,broken clouds
398,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,74.26,46,13,0.96,few clouds
399,Seoul,KR,37.5683,126.9778,82.0,76,100,10.36,moderate rain
400,Kenora,CA,49.8167,-94.4337,61.77,39,40,4.61,scattered clouds
401,Caravelas,BR,-17.7125,-39.2481,72.57,69,99,14.05,overcast clouds
402,Bertoua,CM,4.5833,13.6833,67.06,99,100,1.86,light rain
403,Egvekinot,RU,66.3167,-179.1667,38.68,97,100,3.42,overcast clouds
404,Mandan,US,46.8267,-100.8896,73.38,45,0,6.91,clear sky
405,Gushikawa,JP,26.3544,127.8686,88.83,77,75,14.97,broken clouds
406,Tucurui,BR,-3.7661,-49.6725,76.28,70,55,2.73,broken clouds
407,Sistranda,NO,63.7256,8.834,60.76,95,77,9.13,broken clouds
408,Beloha,MG,-25.1667,45.05,59.67,76,45,7.74,scattered clouds
409,Tabuk,PH,17.4189,121.4443,78.03,88,100,1.01,overcast clouds
410,Bandarbeyla,SO,9.4942,50.8122,82.98,56,100,30.13,overcast clouds
411,Sechura,PE,-5.5569,-80.8222,64.85,76,52,15.01,broken clouds
412,Osa,RU,57.2829,55.4567,47.46,82,32,4.99,scattered clouds
413,Pervoye Maya,RU,56.164,44.7196,59.85,71,2,5.99,clear sky
414,Pauini,BR,-7.7136,-66.9764,75.0,66,36,1.07,scattered clouds
415,Soyo,AO,-6.1349,12.3689,69.4,93,36,6.8,scattered clouds
416,Komatipoort,ZA,-25.4332,31.9548,56.39,74,51,4.76,broken clouds
417,Makarska,HR,43.2969,17.0178,77.4,61,0,6.89,clear sky
418,Thinadhoo,MV,0.5333,72.9333,83.88,70,89,11.92,light rain
419,Malanje,AO,-9.5402,16.341,57.06,42,0,4.7,clear sky
420,Verkhoyansk,RU,67.5447,133.385,41.23,74,100,5.88,overcast clouds
421,Agadir,MA,30.4202,-9.5982,64.85,81,0,1.77,clear sky
422,Barranca,PE,-10.75,-77.7667,62.65,87,56,6.93,broken clouds
423,Umm Bab,QA,25.2142,50.8072,88.63,64,3,18.05,clear sky
424,Djibo,BF,14.1022,-1.6306,88.72,44,92,8.23,overcast clouds
425,Labuan,MY,5.2767,115.2417,84.56,84,20,2.3,few clouds
426,Fare,PF,-16.7,-151.0167,80.26,72,0,17.92,light rain
427,Abha,SA,18.2164,42.5053,69.62,23,0,0.0,clear sky
428,College,US,64.8569,-147.8028,81.46,38,75,6.91,smoke
429,Gao,ML,16.6362,1.637,83.19,48,95,10.49,overcast clouds
430,Mitzic,GA,0.7821,11.549,67.37,97,34,3.15,scattered clouds
431,Labuhan,ID,-6.8844,112.2051,80.01,80,79,6.62,broken clouds
432,Mildura,AU,-34.2,142.15,53.08,68,0,9.73,clear sky
433,Toora-Khem,RU,52.4675,96.11,75.74,33,100,2.15,overcast clouds
434,Parabel,RU,58.6978,81.4825,61.57,77,83,8.34,broken clouds
435,Lamu,KE,-2.2717,40.902,77.22,79,62,19.86,broken clouds
436,Sao Joao Da Barra,BR,-21.6403,-41.0511,67.55,65,94,15.55,overcast clouds
437,Doha,QA,25.2867,51.5333,96.78,32,22,25.32,dust
438,Atambua,ID,-9.1061,124.8925,80.06,64,99,4.54,overcast clouds
439,Mikkeli,FI,61.6886,27.2723,59.11,100,0,1.14,clear sky
440,Auki,SB,-8.7676,160.7034,80.47,80,72,4.97,moderate rain
441,Ilhabela,BR,-23.7781,-45.3581,63.97,88,100,6.73,overcast clouds
442,Haren,DE,52.7833,7.2333,62.15,92,100,4.81,overcast clouds
443,Ternate,ID,0.8,127.4,80.13,79,100,3.65,overcast clouds
444,Grindavik,IS,63.8424,-22.4338,42.75,87,75,8.05,broken clouds
445,Iskateley,RU,67.6803,53.1512,37.65,89,100,11.34,overcast clouds
446,Caratinga,BR,-19.7897,-42.1392,58.98,87,45,4.14,scattered clouds
447,Goderich,CA,43.7501,-81.7165,66.9,89,100,5.46,overcast clouds
448,Popondetta,PG,-8.7537,148.2534,89.6,48,100,4.38,overcast clouds
449,Quimper,FR,48.0,-4.1,54.16,100,20,2.3,few clouds
450,Olafsvik,IS,64.8945,-23.7142,40.66,94,100,8.88,light rain
451,Vila Velha,BR,-20.3297,-40.2925,66.15,84,40,11.5,scattered clouds
452,Mehamn,NO,71.0357,27.8492,49.95,66,48,10.36,scattered clouds
453,Hue,VN,16.4667,107.6,89.71,58,0,3.44,clear sky
454,Serenje,ZM,-13.2325,30.2352,52.56,85,92,10.69,overcast clouds
455,Spornoye,RU,50.8448,37.2913,61.63,95,10,7.63,clear sky
456,Omsk,RU,55.0,73.4,57.09,67,40,11.18,scattered clouds
457,Kuminskiy,RU,58.6667,66.5667,48.6,93,100,9.95,overcast clouds
458,Bechem,GH,7.0903,-2.025,69.96,100,73,2.44,broken clouds
459,Izhma,RU,65.0083,53.9113,38.57,79,100,10.29,overcast clouds
460,Margate,GB,51.3813,1.3862,55.69,76,57,5.68,broken clouds
461,Ucluelet,CA,48.9329,-125.5528,69.06,66,100,6.04,overcast clouds
462,Kishtwar,IN,33.3167,75.7667,75.0,53,59,0.25,broken clouds
463,Yenagoa,NG,4.9247,6.2642,74.05,95,100,2.73,overcast clouds
464,Araouane,ML,18.9048,-3.5265,95.07,18,1,11.52,clear sky
465,Aksu,CN,41.1231,80.2644,83.53,27,0,1.66,clear sky
466,Campechuela,CU,20.2342,-77.2789,78.94,81,100,3.42,overcast clouds
467,Lewiston,US,44.1003,-70.2148,72.54,83,0,8.05,clear sky
468,Kabo,CF,7.6994,18.629,71.49,92,100,1.79,light rain
469,Araceli,PH,10.5529,119.9913,83.46,73,72,6.53,moderate rain
470,Balykshi,KZ,47.0667,51.8667,73.4,38,0,13.42,clear sky
471,Nemuro,JP,43.3236,145.575,55.42,99,99,3.96,overcast clouds
472,Narasapur,IN,16.45,81.6667,75.13,92,100,11.59,light rain
473,Dalvik,IS,65.9702,-18.5286,31.93,85,89,0.6,overcast clouds
474,Banjar,ID,-8.19,114.9675,82.65,69,12,5.35,few clouds
475,Ormara,PK,25.2088,64.6357,82.8,86,69,11.01,broken clouds
476,Anshun,CN,26.25,105.9333,71.83,84,100,12.73,overcast clouds
477,Paita,PE,-5.0892,-81.1144,64.94,78,8,14.72,clear sky
478,Kabinda,CD,-6.1333,24.4833,64.42,44,2,5.57,clear sky
479,Murray Bridge,AU,-35.1167,139.2667,56.12,60,23,3.71,few clouds
480,Warmbad,NA,-28.45,18.7333,57.85,65,0,15.52,clear sky
481,Ixtapa,MX,20.7,-105.2,82.22,74,100,0.0,overcast clouds
482,Deputatskiy,RU,69.3,139.9,41.34,57,100,6.87,overcast clouds
483,Jaicos,BR,-7.3592,-41.1378,71.82,57,0,6.06,clear sky
484,Kannur,IN,11.8675,75.3576,79.34,83,100,8.93,overcast clouds
485,Carutapera,BR,-1.195,-46.02,74.88,89,40,3.27,scattered clouds
486,Jamame,SO,0.0722,42.7506,74.5,84,82,11.48,light rain
487,Chiang Klang,TH,19.2938,100.8617,79.05,92,99,2.77,overcast clouds
488,Gravdal,NO,68.1214,13.5031,59.67,74,37,11.54,scattered clouds
489,Douglas,US,41.3,-96.167,70.12,46,0,6.91,clear sky
490,Mlonggo,ID,-6.5333,110.7,79.12,82,100,6.31,overcast clouds
491,Kommunisticheskiy,RU,61.6789,64.4819,46.04,78,100,10.31,overcast clouds
492,Zeya,RU,53.75,127.2667,81.66,42,99,4.07,overcast clouds
493,Tpig,RU,41.7801,47.589,55.72,75,0,4.36,clear sky
494,Aiquile,BO,-18.2041,-65.1807,52.99,60,3,3.49,clear sky
495,Singarayakonda,IN,15.25,80.0333,86.23,55,100,12.82,heavy intensity rain
496,Lasa,IT,46.6166,10.7002,60.37,90,91,3.38,overcast clouds
497,Porto Belo,BR,-27.1578,-48.5531,62.55,84,100,2.33,overcast clouds
498,Ostrovnoy,RU,68.0531,39.5131,42.85,84,99,10.27,overcast clouds
499,Caborca,MX,30.5838,-111.101,82.17,57,60,11.86,broken clouds
500,Olden,NO,61.8364,6.8064,61.54,96,100,2.17,overcast clouds
501,Itarema,BR,-2.9248,-39.9167,76.98,87,25,7.58,scattered clouds
502,Dunedin,NZ,-45.8742,170.5036,47.8,83,100,5.01,light rain
503,Strezhevoy,RU,60.7333,77.5889,57.74,91,98,8.39,light rain
504,Hun,LY,29.1268,15.9477,86.11,24,0,10.42,clear sky
505,Havoysund,NO,70.9963,24.6622,52.03,76,16,13.02,few clouds
506,Genhe,CN,50.7833,121.5167,70.54,74,3,4.97,clear sky
507,Tukrah,LY,32.5341,20.5791,79.48,47,0,6.38,clear sky
508,Wellington,NZ,-41.2866,174.7756,57.06,75,20,23.02,few clouds
509,Bobrovka,RU,54.047,61.7455,48.27,79,100,11.36,overcast clouds
510,Fortuna,US,40.5982,-124.1573,70.92,72,0,1.99,clear sky
511,Tarboro,US,35.8968,-77.5358,80.98,65,0,10.36,clear sky
512,Gushi,CN,34.6425,109.5843,87.44,42,60,9.4,broken clouds
513,Alyangula,AU,-13.8483,136.4192,79.81,64,53,18.66,broken clouds
514,Padang,ID,-0.9492,100.3543,82.45,67,24,0.81,few clouds
515,Ola,RU,59.5833,151.2833,68.14,85,53,6.29,broken clouds
516,Seguela,CI,7.9611,-6.6731,70.77,94,100,4.14,overcast clouds
517,Antigonish,CA,45.6169,-61.9986,62.82,92,31,1.99,scattered clouds
518,Palmer,US,42.1584,-72.3287,76.37,56,40,13.8,scattered clouds
519,Navahrudak,BY,53.6,25.8333,63.63,80,61,6.08,broken clouds
520,Punuare,HN,14.7333,-85.9667,72.77,91,10,4.0,clear sky
521,Evensk,RU,61.95,159.2333,53.49,81,52,7.99,broken clouds
522,Priyutnoye,RU,46.1011,43.5072,73.38,48,56,16.96,broken clouds
523,Toktogul,KG,41.8708,72.9402,75.04,55,0,0.09,clear sky
524,Borogontsy,RU,62.6683,131.1683,75.97,56,99,11.07,overcast clouds
525,Chimbote,PE,-9.0853,-78.5783,63.19,86,49,5.61,scattered clouds
526,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,52.43,83,95,2.06,overcast clouds
527,Venado Tuerto,AR,-33.7456,-61.9688,45.77,67,100,6.6,light rain
528,Dingle,PH,10.9995,122.6711,83.68,75,100,4.03,overcast clouds
529,Atikokan,CA,48.7555,-91.6216,48.94,75,100,9.75,overcast clouds
530,Feltre,IT,46.0235,11.907,72.93,68,23,5.03,few clouds
531,Suciu De Sus,RO,47.4333,24.0333,60.17,92,0,3.8,clear sky
532,Ascension,US,30.2169,-90.9001,78.01,94,100,8.05,overcast clouds
533,Sorong,ID,-0.8833,131.25,79.0,82,100,1.16,overcast clouds
534,Pangody,RU,65.85,74.4859,54.75,47,100,14.5,overcast clouds
535,Vila Do Maio,CV,15.1333,-23.2167,74.19,82,30,15.64,scattered clouds
536,Nome,US,64.5011,-165.4064,52.16,93,100,11.5,light rain
537,Sakaiminato,JP,35.55,133.2333,87.78,66,75,14.97,broken clouds
538,Kilis,TR,36.7161,37.115,64.63,63,0,4.83,clear sky
539,Pyshma,RU,56.9523,63.2513,46.33,90,100,11.14,overcast clouds
540,Beisfjord,NO,68.3751,17.5988,67.05,64,43,7.94,scattered clouds
541,Ongwediva,NA,-17.7833,15.7667,58.59,37,5,14.99,clear sky
542,Kenai,US,60.5544,-151.2583,64.02,72,0,11.5,clear sky
543,Mundo Novo,BR,-11.8589,-40.4725,60.33,96,4,1.72,clear sky
544,Peniche,PT,39.3558,-9.3811,62.11,74,0,22.64,clear sky
545,Hoquiam,US,46.9809,-123.8893,91.85,44,0,3.44,clear sky
546,El Salto,MX,20.3333,-104.5,65.16,83,100,3.31,overcast clouds
547,Vilyuysk,RU,63.7553,121.6247,73.53,53,95,9.8,overcast clouds
548,Bahua,IN,25.85,80.6333,91.26,55,84,7.31,broken clouds
549,Ruteng,ID,-8.6136,120.4721,70.41,71,94,2.93,overcast clouds
550,Poyarkovo,RU,49.6,128.6833,75.6,73,62,4.92,broken clouds
551,Ukiah,US,39.1502,-123.2078,95.43,31,0,6.91,clear sky
552,Mizdah,LY,31.4451,12.9801,79.57,34,1,10.16,clear sky
553,Waingapu,ID,-9.6567,120.2641,83.98,60,93,10.92,overcast clouds
554,Tacuarembo,UY,-31.7333,-55.9833,46.8,81,100,6.53,overcast clouds
555,Rabat,MA,33.9911,-6.8401,66.15,73,75,0.0,broken clouds
556,Damavand,IR,35.7178,52.065,71.49,18,0,7.83,clear sky
557,Basco,PH,20.4487,121.9702,85.66,75,100,17.63,overcast clouds
558,Kibaya,TZ,-5.3,36.5667,56.03,75,99,9.26,overcast clouds
559,Ondjiva,AO,-17.0667,15.7333,57.18,40,2,11.16,clear sky
560,Manggar,ID,-2.8833,108.2667,82.98,77,67,7.38,broken clouds
561,Mudgee,AU,-32.5943,149.5871,53.78,47,7,8.25,clear sky
562,Isangel,VU,-19.55,169.2667,82.51,78,75,11.5,broken clouds
563,Osmena,PH,10.5208,119.9258,83.37,73,73,6.26,moderate rain
564,Sabang,ID,5.8933,95.3214,83.23,69,100,11.07,overcast clouds
565,Aquiraz,BR,-3.9014,-38.3911,80.69,83,21,7.96,few clouds
566,Puerto Leguizamo,CO,-0.1934,-74.7819,68.58,95,99,0.85,overcast clouds
567,Markova,UA,48.6758,24.4138,56.84,88,10,2.8,clear sky
568,Preeceville,CA,51.95,-102.6677,64.02,76,56,6.71,broken clouds
569,Mont-Dore,NC,-22.2833,166.5833,80.58,99,44,10.74,scattered clouds
570,Yaan,NG,7.3833,8.5667,73.18,93,100,2.66,light rain
571,Shingu,JP,33.7333,135.9833,87.84,60,43,9.46,scattered clouds
572,Scarborough,GB,54.2797,-0.4044,54.91,75,94,8.99,overcast clouds
573,Krasnoselkup,RU,65.7,82.4667,63.55,50,0,3.58,clear sky
574,Binghamton,US,42.0987,-75.918,74.01,89,100,9.22,overcast clouds
575,Kindu,CD,-2.95,25.95,68.2,75,15,2.19,few clouds
576,Palu,ID,-0.8917,119.8707,87.28,63,97,1.66,overcast clouds
577,Sinnamary,GF,5.3833,-52.95,75.92,85,100,4.41,overcast clouds
578,Uji,JP,34.8833,135.8,91.09,52,100,5.77,overcast clouds
579,Tha Bo,TH,17.85,102.5814,84.09,84,75,2.3,broken clouds
580,Sabha,LY,27.0377,14.4283,87.44,20,6,14.2,clear sky
581,Spencer,US,43.1414,-95.1444,68.04,57,0,6.91,clear sky
582,Spring Valley,US,36.108,-115.245,103.96,11,75,9.22,broken clouds
583,Dinguiraye,GN,11.3,-10.7167,69.55,88,100,3.09,light rain
584,Inhambane,MZ,-23.865,35.3833,67.91,75,96,15.95,light rain
585,San Vicente,AR,-26.6167,-54.1333,58.08,99,95,1.28,overcast clouds
586,Morondava,MG,-20.2833,44.2833,66.79,63,0,12.93,clear sky
587,Pangai,TO,-19.8,-174.35,80.71,78,40,6.91,scattered clouds
588,Kaohsiung,TW,22.6163,120.3133,89.69,73,40,8.05,scattered clouds
589,Basoko,CD,1.2391,23.616,70.18,93,35,2.17,scattered clouds
590,Aykhal,RU,66.0,111.5,46.72,77,100,13.94,overcast clouds
591,Hualmay,PE,-11.0964,-77.6139,62.85,87,36,7.92,scattered clouds
592,Wynyard,AU,-41.0,145.7167,53.96,54,88,6.62,overcast clouds
593,Katsuura,JP,35.1333,140.3,81.77,74,25,14.03,scattered clouds
594,Maniwaki,CA,46.3834,-75.966,70.18,78,60,3.44,broken clouds
595,Lerik,AZ,38.7726,48.4128,52.52,71,0,3.6,clear sky
596,Nara,JP,34.6851,135.8049,90.97,41,99,4.92,overcast clouds
597,Capaci,IT,38.1711,13.2393,89.26,22,0,3.44,clear sky
598,Aneho,TG,6.2333,1.6,77.2,87,100,9.15,overcast clouds
599,Honiara,SB,-9.4333,159.95,86.83,63,80,8.68,heavy intensity rain
600,Morgan City,US,29.6994,-91.2068,78.01,93,100,4.14,overcast clouds
601,Griffith,US,41.5284,-87.4237,72.9,57,0,10.36,clear sky
602,Jawa,JO,31.8525,35.9393,66.51,52,0,6.91,haze
603,Sisophon,KH,13.5859,102.9737,83.98,73,98,3.27,overcast clouds
604,Husavik,IS,66.0449,-17.3389,39.9,83,46,3.44,scattered clouds
605,Rajmahal,IN,25.05,87.8333,85.93,68,100,7.78,overcast clouds
606,La Reforma,MX,25.0833,-108.05,83.95,65,96,6.4,overcast clouds
607,Luba,GQ,3.4568,8.5547,76.89,86,100,3.4,light rain
608,Okha,RU,53.5739,142.9478,49.28,83,99,11.86,overcast clouds
609,Vrede,ZA,-27.4257,29.1659,36.5,59,0,4.07,clear sky
610,Rolla,US,37.9514,-91.7713,69.87,71,0,4.61,clear sky
611,Khorramshahr,IR,30.4397,48.1664,84.16,32,0,6.91,dust
612,Houma,US,29.5958,-90.7195,79.0,84,40,1.01,scattered clouds
613,Filingue,NE,14.3521,3.3168,88.88,45,72,7.31,broken clouds
614,Pueblo,US,38.2545,-104.6091,64.89,63,75,10.36,broken clouds
615,Riyadh,SA,24.6877,46.7219,89.74,20,52,11.45,broken clouds
616,San Antonio Ilotenango,GT,15.0547,-91.2297,62.71,92,99,2.98,overcast clouds
617,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.76,91,72,3.13,broken clouds
618,Nuuk,GL,64.1835,-51.7216,43.41,81,100,29.93,light snow
619,Svetlogorsk,BY,52.6333,29.7333,67.73,76,100,5.21,overcast clouds
620,Hammerfest,NO,70.6634,23.6821,61.25,51,37,3.44,scattered clouds
621,Dover,US,39.1582,-75.5244,77.04,69,0,13.8,clear sky
622,Constancia,MX,24.2231,-107.1869,84.38,61,100,0.74,overcast clouds
623,Ibra,OM,22.6906,58.5334,85.75,57,98,2.04,overcast clouds
624,Coachella,US,33.6803,-116.1739,104.61,30,0,14.97,clear sky
625,The Valley,AI,18.217,-63.0578,82.26,77,10,21.45,clear sky
626,Mutoko,ZW,-17.397,32.2268,48.9,89,26,5.82,scattered clouds
627,Cortland,US,42.6001,-76.083,72.95,85,40,6.91,scattered clouds
628,Male,MV,4.1748,73.5089,84.15,84,75,12.66,broken clouds
629,Peiting,DE,47.8,10.9333,63.52,81,19,4.88,few clouds
630,Davila,PH,18.4726,120.5763,85.98,75,100,5.86,overcast clouds
631,Kuvandyk,RU,51.4781,57.3552,52.66,71,0,6.71,clear sky
632,Burgos,ES,42.3394,-3.7079,48.61,87,75,17.27,broken clouds
633,Shenjiamen,CN,29.9576,122.298,77.18,89,100,24.29,overcast clouds
634,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.32,89,39,11.23,scattered clouds
635,Mahibadhoo,MV,3.7833,72.9667,82.72,77,98,14.52,overcast clouds
636,Urumqi,CN,43.801,87.6005,88.75,21,0,2.24,clear sky
637,Sri Aman,MY,1.2376,111.4621,80.65,94,40,2.3,scattered clouds
638,Tretiy Severnyy,RU,60.2086,59.9611,45.79,71,65,6.11,broken clouds
639,Wrexham,GB,53.0,-3.0,56.86,87,99,12.82,overcast clouds
640,Wixom,US,42.5248,-83.5363,72.59,58,75,12.66,broken clouds
641,Boksitogorsk,RU,59.474,33.8485,59.61,80,6,3.22,clear sky
642,Srednekolymsk,RU,67.45,153.6833,52.86,22,96,8.81,overcast clouds
643,San Andres,CO,12.5847,-81.7006,82.42,78,40,8.05,scattered clouds
644,Podyuga,RU,61.095,40.8647,62.73,93,40,6.76,scattered clouds
645,Acatlan,MX,20.15,-98.45,57.47,86,63,4.9,broken clouds
646,Nizhniy Baskunchak,RU,48.2198,46.8311,69.94,52,65,18.95,broken clouds
647,Oruro,BO,-17.9833,-67.15,43.11,27,2,6.04,clear sky
648,Bolshaya Martynovka,RU,47.271,41.6679,72.52,51,100,13.87,overcast clouds
649,Nhulunbuy,AU,-12.2333,136.7667,83.01,65,75,19.57,broken clouds
650,Deep River,CA,46.1001,-77.4995,65.53,97,29,6.2,scattered clouds
651,Mayo,US,38.8876,-76.5119,79.21,84,20,13.8,few clouds
652,Bantou,CN,26.2151,117.4893,91.36,53,64,7.09,broken clouds
653,Beyla,GN,8.6833,-8.6333,67.06,98,27,3.22,scattered clouds
654,Dosso,NE,13.049,3.1937,85.26,55,100,5.97,overcast clouds
655,Zhigansk,RU,66.7697,123.3711,45.12,60,100,14.12,light rain
656,Virginia Beach,US,36.8529,-75.978,79.02,77,40,9.22,scattered clouds
657,Aklavik,CA,68.2191,-135.0107,71.87,35,100,14.14,overcast clouds
658,Hami,CN,42.8,93.45,94.75,16,3,7.78,clear sky
659,San Rafael,AR,-34.6177,-68.3301,42.75,62,48,7.02,scattered clouds
660,Dubovyy Umet,RU,52.9763,50.2857,58.44,70,0,6.44,clear sky
661,Zhaotong,CN,27.3167,103.7167,64.2,93,100,5.66,overcast clouds
662,Chigorodo,CO,7.6664,-76.6811,73.35,97,94,2.93,overcast clouds
663,Whitehorse,CA,60.7161,-135.0538,75.02,34,75,5.75,broken clouds
664,Touros,BR,-5.1989,-35.4608,75.42,89,2,13.49,clear sky
665,Kaeo,NZ,-35.1,173.7833,59.56,64,68,4.32,broken clouds
666,Xining,CN,36.6167,101.7667,65.61,50,89,3.56,overcast clouds
667,Saryg-Sep,RU,51.5,95.6,84.24,27,85,0.78,overcast clouds
668,Progreso,MX,21.2833,-89.6667,82.51,84,27,11.56,scattered clouds
669,Shache,CN,38.4167,77.2406,89.51,17,49,2.28,scattered clouds
670,Shieli,KZ,44.1667,66.75,91.56,24,0,7.7,clear sky
671,Pacific Grove,US,36.6177,-121.9166,69.21,86,75,6.91,broken clouds
672,Bend,US,44.0582,-121.3153,88.88,18,0,13.8,clear sky
673,Sembe,CG,1.6481,14.5806,70.16,96,73,1.45,light rain
674,Buchanan,LR,5.8808,-10.0467,75.49,92,46,6.82,light rain
675,Moorhead,US,46.8739,-96.7676,65.98,77,75,0.0,broken clouds
676,Nyahururu,KE,0.0421,36.3673,47.39,88,42,4.9,scattered clouds
677,Manono,CD,-7.3,27.4167,69.1,44,0,10.09,clear sky
678,Oussouye,SN,12.485,-16.5469,78.98,83,100,3.74,overcast clouds
679,Barcelos,PT,41.5388,-8.6151,55.85,92,0,5.3,clear sky
680,Anadyr,RU,64.75,177.4833,50.5,81,40,13.42,scattered clouds
681,Beyneu,KZ,45.3167,55.2,86.22,28,88,17.45,overcast clouds
682,Mimongo,GA,-1.6195,11.6068,67.21,99,49,1.92,scattered clouds
683,Garango,BF,11.8,-0.5506,83.34,60,100,6.91,overcast clouds
684,Kalaleh,IR,37.3807,55.4916,79.16,69,75,4.61,broken clouds
685,Inuvik,CA,68.3499,-133.7218,79.56,33,75,5.75,broken clouds
686,Pomichna,UA,48.2422,31.4158,65.05,88,100,11.3,overcast clouds
687,Kununurra,AU,-15.7667,128.7333,76.98,31,100,14.97,overcast clouds
688,Fukue,JP,32.6881,128.8419,77.36,100,100,14.97,fog
689,San Matias,BO,-16.3667,-58.4,65.17,68,5,4.09,clear sky
